SITE,Z,Date,Zsec,PH,COND,ALK,OP,TFP,TP,CL,NO3,SO4,TN,NH4,SI,Na,Mg,Ca,K,Fe,CHLA,T,DO (mg/l),DO (sat),Zcomp (m)
A10,10,15-Nov-1995,7.0,7.56,107.0,,0.5,3.0,4.0,10.6,0.010,2.80,,0.010,1.50,5.9,,11.2,,,2.40,10.2,11.1,98.8%,
A10,10,17-Apr-1996,6.6,7.61,98.0,,3.0,2.0,6.0,9.8,0.050,2.50,,0.005,1.23,,,11.6,,,1.28,4.9,12.8,100.0%,
A10,10,1-May-1996,8.5,7.60,97.0,,1.0,3.0,5.0,11.4,0.050,2.70,,0.005,1.20,,,10.5,,,1.16,6.8,9.2,75.4%,
A10,10,14-May-1996,8.0,7.58,95.0,,1.0,3.0,5.0,10.0,0.040,2.70,,0.010,1.29,,,9.9,,,1.14,7.9,8.8,74.1%,
A10,10,29-May-1996,7.5,7.71,109.0,,0.5,2.0,4.0,10.8,0.010,2.80,,0.005,1.11,,,11.0,,,0.83,12.2,11.5,107.2%,
A10,10,11-Jun-1996,8.0,7.77,104.0,,0.5,2.0,5.0,9.7,0.010,2.70,,0.005,0.95,,,10.8,,,1.84,14.4,10.9,106.7%,
A10,10,9-Jul-1996,11.0,7.84,111.0,,0.5,2.0,3.0,10.4,0.005,2.80,,0.005,0.81,,,,,,0.62,15.0,10.6,105.2%,
A10,10,7-Aug-1996,7.5,7.85,115.0,,0.5,3.0,5.0,10.5,0.005,2.70,,0.005,0.72,,,,,,1.58,20.8,9.5,106.1%,
A10,10,5-Sep-1996,8.4,7.88,108.0,,0.5,2.0,3.0,10.8,0.005,2.80,,0.005,0.74,,,11.4,,,0.92,24.5,9.4,112.7%,
A10,10,2-Oct-1996,6.0,7.71,109.0,,1.0,2.0,4.0,10.9,0.005,2.90,,0.005,0.99,,,11.5,,,1.25,18.5,9.5,101.3%,
A10,10,15-Oct-1996,8.0,7.60,108.0,,0.5,2.0,5.0,10.2,0.005,2.50,,0.005,0.98,,,11.3,,,1.51,14.6,9.5,93.4%,
A10,10,5-Nov-1996,7.5,7.45,100.0,,0.5,2.0,5.0,11.0,0.005,2.50,,0.005,1.00,,,11.3,,,1.82,13.5,10.1,96.9%,
A10,10,22-Apr-1997,9.3,7.43,102.0,,5.9,4.2,9.0,10.1,0.050,2.58,0.20,0.025,1.39,5.8,2.2,9.4,,,1.43,4.0,12.6,96.1%,
A10,10,7-May-1997,7.5,7.51,103.0,,0.5,2.1,5.2,9.9,0.040,2.59,0.18,0.005,1.36,5.7,2.3,9.4,,,1.96,6.6,11.7,95.4%,
A10,10,20-May-1997,6.0,7.61,104.0,,1.5,1.7,6.1,9.4,0.030,2.83,0.17,0.016,1.23,5.9,2.2,9.9,,,2.08,8.1,11.7,99.1%,15
A10,10,3-Jun-1997,8.0,7.51,108.0,,1.9,2.2,5.6,9.6,0.010,3.18,0.21,0.005,1.12,6.2,2.3,11.0,,,1.39,9.6,9.1,79.8%,18
A10,10,18-Jun-1997,11.2,7.78,107.7,,1.4,1.0,2.4,10.5,0.029,2.96,0.14,0.005,1.07,6.3,2.3,11.1,,,0.61,13.2,11.1,106.1%,19
A10,10,24-Jul-1997,10.5,7.74,106.0,,0.5,2.5,4.9,9.6,0.005,3.10,0.20,0.005,0.64,6.5,2.3,11.2,,,1.17,17.2,9.5,98.7%,
A10,10,21-Aug-1997,7.0,7.65,108.1,,3.3,1.4,2.6,9.3,0.005,3.06,0.10,0.013,0.51,6.2,2.4,11.0,,,0.77,22.0,8.5,97.0%,18
A10,10,22-Sep-1997,7.5,7.75,110.0,,3.0,1.6,4.7,9.3,0.005,2.95,0.13,0.005,0.56,6.0,2.3,10.8,,,1.65,19.3,10.0,108.2%,15
A10,10,22-Oct-1997,5.3,7.43,116.7,,3.8,1.5,4.1,10.1,0.005,2.96,0.13,0.005,0.81,6.0,2.3,10.9,,,1.50,13.9,9.9,95.3%,15
A10,10,4-Nov-1997,6.5,7.36,104.9,,1.5,1.5,5.4,10.2,0.012,2.61,0.15,0.005,0.94,5.9,2.3,10.8,,,1.92,11.8,9.3,86.2%,14
A10,10,15-Apr-1998,7.5,7.58,97.8,,2.0,2.8,3.8,10.1,0.041,2.41,0.16,0.012,1.27,6.0,1.9,9.1,,,2.17,4.7,13.8,107.1%,
A10,10,30-Apr-1998,8.9,7.74,105.6,,1.6,1.7,6.2,10.7,0.022,2.54,0.22,0.005,1.07,6.2,2.1,10.7,,,1.54,5.7,12.6,100.2%,
A10,10,12-May-1998,9.0,7.37,96.1,,1.3,3.1,4.7,10.7,0.014,2.66,0.15,0.023,0.62,6.3,2.1,10.4,,,1.41,7.3,13.0,107.6%,
A10,10,26-May-1998,11.2,7.49,99.7,,1.8,1.7,4.4,10.7,0.006,2.48,0.16,0.010,0.81,6.0,2.2,10.4,,,0.99,12.1,12.1,112.4%,
A10,10,10-Jun-1998,12.5,7.60,105.8,,1.1,2.3,4.8,11.8,0.005,2.59,0.10,0.005,0.74,6.1,2.2,9.8,,,1.13,11.3,7.9,72.1%,
A10,10,16-Jul-1998,8.0,7.46,101.8,,1.3,2.0,4.8,11.0,0.005,2.52,0.15,0.011,0.65,6.0,2.3,9.2,,,1.61,12.8,7.5,71.2%,
A10,10,6-Aug-1998,8.0,7.46,106.0,,1.0,1.6,4.4,11.1,0.005,2.61,0.15,0.005,0.64,6.1,2.1,10.4,,,1.23,18.2,10.3,108.7%,
A10,10,1-Sep-1998,9.2,7.76,105.1,,1.1,1.8,4.1,10.6,0.005,2.50,0.18,0.005,0.45,6.1,2.1,9.9,,,1.24,21.3,8.9,100.5%,
A10,10,30-Sep-1998,8.0,7.84,106.2,,0.5,1.9,5.3,10.7,0.005,2.55,0.19,0.005,0.73,6.2,2.1,9.6,,,1.64,18.7,10.5,111.9%,
A10,10,13-Oct-1998,7.1,7.71,104.7,,2.0,1.5,5.4,11.0,0.005,2.62,0.21,0.005,0.61,6.2,2.1,11.8,,,1.53,15.4,8.9,89.4%,
A10,10,2-Nov-1998,6.9,7.62,101.2,,1.5,1.7,5.5,11.7,0.005,2.67,0.20,0.005,0.79,6.3,2.1,10.8,,,1.81,12.7,10.2,96.5%,
A10,10,14-Apr-1999,5.4,7.65,98.2,,1.5,2.3,5.5,11.0,0.027,2.61,0.20,0.005,0.99,5.5,2.1,9.7,,,2.44,4.3,13.3,102.2%,
A10,10,27-Apr-1999,6.5,7.66,100.6,,2.8,1.8,5.2,11.3,0.005,2.64,0.16,0.005,0.83,5.8,2.1,10.1,,,2.57,5.6,13.3,105.7%,
A10,10,12-May-1999,8.7,7.83,103.2,,1.0,1.4,3.9,11.7,0.005,2.54,0.16,0.011,0.77,6.7,2.3,10.9,,,1.65,7.5,14.1,117.6%,
A10,10,26-May-1999,8.5,7.86,102.6,,0.5,1.9,4.0,10.9,0.005,2.62,0.12,0.005,0.64,6.7,2.2,10.9,,,0.75,13.9,10.4,100.6%,
A10,10,9-Jun-1999,8.0,7.88,109.2,,1.5,2.5,3.7,12.0,0.005,2.42,0.18,0.005,0.63,6.8,2.4,10.7,,,0.78,11.7,10.5,96.7%,
A10,10,23-Jun-1999,9.3,7.91,108.3,,1.1,1.3,2.6,11.9,0.005,2.67,0.14,0.005,0.53,6.9,2.4,11.4,,,0.91,16.4,10.8,110.3%,
A10,10,21-Jul-1999,12.8,7.85,110.9,,0.5,1.6,3.7,11.3,0.005,2.56,0.11,0.005,0.51,6.8,2.3,11.3,,,1.24,20.8,9.6,107.2%,
A10,10,11-Aug-1999,8.0,7.75,112.4,,1.5,1.6,4.1,11.3,0.005,2.54,0.12,0.005,0.51,6.4,2.3,11.2,,,0.98,18.2,9.1,96.5%,
A10,10,9-Sep-1999,10.5,7.92,111.8,,0.5,1.3,3.2,11.0,0.005,2.56,0.15,0.005,0.58,6.5,2.4,10.9,,,0.96,22.5,8.9,102.8%,
A10,10,6-Oct-1999,8.5,7.59,108.7,,1.1,2.0,4.4,12.1,0.005,2.60,0.19,0.005,0.72,6.4,2.3,10.5,,,1.45,16.2,9.8,99.7%,
A10,10,20-Oct-1999,9.5,7.63,111.2,,1.2,1.4,4.2,11.3,0.005,2.56,0.14,0.005,0.82,6.6,2.3,10.7,,,1.62,14.0,10.2,99.3%,
A10,10,4-Nov-1999,8.3,7.66,106.9,,1.0,1.3,4.3,11.8,0.005,2.78,0.15,0.005,0.92,6.5,2.3,10.8,,,1.54,12.1,9.2,85.5%,
A10,10,12-Apr-2000,5.5,7.51,96.8,,1.7,2.9,7.1,11.7,0.035,2.76,0.16,0.005,0.80,7.9,1.9,10.6,,,2.77,3.8,13.0,98.6%,
A10,10,25-Apr-2000,6.5,7.49,97.6,,1.7,1.0,3.4,11.6,0.023,2.84,0.15,0.005,1.08,8.0,2.0,10.2,,,2.77,5.1,13.7,107.6%,
A10,10,9-May-2000,9.5,7.67,103.5,,1.4,1.9,6.3,11.5,0.008,2.79,0.13,0.005,1.01,6.6,2.2,10.3,,,1.76,7.7,13.3,111.5%,
A10,10,23-May-2000,7.5,7.60,101.0,,1.5,2.3,5.5,12.7,0.012,2.35,0.16,0.005,0.91,6.4,2.2,9.3,,,1.56,9.2,10.5,91.3%,
A10,10,6-Jun-2000,7.9,7.40,102.9,,0.5,2.1,4.4,12.6,0.005,3.01,0.20,0.005,0.66,6.6,2.2,9.5,,,2.57,11.4,9.9,90.6%,
A10,10,27-Jun-2000,9.0,7.32,104.7,,0.5,4.4,5.2,12.8,0.005,2.74,0.15,0.014,0.62,6.9,2.3,11.6,,,1.48,14.5,11.1,108.9%,
A10,10,26-Jul-2000,8.5,7.62,109.1,26.0,0.5,2.4,5.7,12.0,0.005,2.65,0.15,0.005,0.60,6.6,2.2,10.2,,,1.76,17.1,11.1,115.0%,
A10,10,24-Aug-2000,9.0,7.80,102.9,,1.6,2.4,4.0,11.8,0.005,2.84,0.15,0.005,0.59,6.6,2.2,10.2,,,1.72,16.3,11.2,114.2%,
A10,10,19-Sep-2000,5.5,7.63,108.0,,1.6,3.2,4.8,11.8,0.005,2.72,0.17,0.005,0.61,6.8,2.2,10.6,,,1.66,18.9,9.5,102.2%,
A10,10,19-Oct-2000,9.5,7.59,106.0,,2.2,2.4,4.7,12.2,0.005,2.67,0.09,0.005,0.73,6.7,2.3,10.9,,,2.00,14.0,10.0,97.0%,
A10,10,1-Nov-2000,8.0,7.55,105.8,,1.4,1.7,6.4,11.4,0.005,2.67,0.17,0.005,0.85,6.7,2.3,11.5,,,2.26,12.0,9.8,90.9%,
A10,10,1-May-2001,7.2,7.30,95.9,24.0,1.1,2.3,5.0,11.7,0.040,2.27,0.20,0.005,1.06,6.6,2.0,9.4,,,2.53,5.8,13.5,107.9%,
A10,10,16-May-2001,7.1,7.41,107.6,,1.3,2.9,6.6,12.9,0.010,2.38,0.15,0.005,0.81,7.3,2.1,9.9,,,2.08,8.8,11.0,94.7%,
A10,10,30-May-2001,10.0,7.46,107.3,,1.0,1.8,3.2,12.2,0.010,2.21,0.18,0.005,0.73,6.6,2.1,9.1,0.60,,0.60,12.1,12.7,118.1%,
A10,10,13-Jun-2001,10.2,7.57,101.2,,1.5,3.2,3.4,13.8,0.010,2.40,0.13,0.005,0.73,6.6,2.1,10.4,0.59,,1.36,10.6,14.0,125.7%,
A10,10,27-Jun-2001,10.5,7.44,103.2,,0.5,2.8,4.4,11.6,0.005,2.37,0.13,0.005,0.63,6.8,2.1,10.4,,,1.33,14.3,12.7,124.0%,
A10,10,24-Jul-2001,8.0,7.44,110.3,,2.1,1.7,3.3,11.7,0.005,2.34,0.12,0.005,0.57,7.1,2.2,10.0,,,0.61,17.5,11.3,118.2%,
A10,10,22-Aug-2001,11.0,7.77,109.3,,2.1,1.5,2.9,11.9,0.005,2.59,0.12,0.005,0.57,7.2,2.2,10.1,,,1.82,19.0,11.4,122.8%,
A10,10,20-Sep-2001,8.0,7.46,112.2,,1.8,1.9,3.7,11.8,0.005,2.57,0.14,0.005,0.58,7.8,2.2,9.8,,,1.10,19.7,8.6,94.0%,
A10,10,17-Oct-2001,9.0,7.29,111.1,,0.5,2.4,5.2,11.8,0.005,2.33,0.14,0.005,0.69,6.5,2.2,9.0,,,1.36,15.8,9.5,95.8%,
A10,10,6-Nov-2001,6.0,7.48,111.7,,1.8,2.0,5.5,11.6,0.005,2.32,0.14,0.005,0.81,7.5,2.3,9.9,,,2.33,12.5,9.4,88.2%,
A10,10,16-Apr-2002,7.0,7.36,104.3,25.0,2.0,3.7,6.0,12.1,0.032,2.50,0.19,0.005,0.97,6.5,2.1,9.6,,,2.44,7.0,12.3,101.3%,
A10,10,30-Apr-2002,10.0,7.42,110.1,29.5,1.1,2.5,4.9,13.5,0.005,2.57,0.14,0.005,0.61,7.0,2.3,10.3,,,4.59,6.5,12.2,99.2%,
A10,10,15-May-2002,10.0,7.55,112.2,29.0,0.5,2.2,6.2,13.4,0.005,2.52,0.12,0.005,0.64,7.0,2.3,10.3,,,0.75,8.5,11.3,96.7%,
A10,10,29-May-2002,11.5,7.73,119.8,30.0,0.5,2.2,6.6,16.3,0.013,2.54,0.16,0.005,0.64,8.7,2.6,11.3,0.49,,0.91,10.9,11.2,101.3%,
A10,10,11-Jun-2002,9.0,7.58,110.3,27.0,1.0,2.0,3.9,13.7,0.005,2.30,0.12,0.005,0.47,7.0,2.3,10.0,,,1.61,12.9,10.2,96.3%,
A10,10,26-Jun-2002,10.0,7.87,111.5,28.0,1.2,1.4,4.9,13.6,0.005,2.40,0.11,0.005,0.47,6.8,2.3,9.8,,,0.90,15.0,10.2,101.2%,
A10,10,19-Jul-2002,11.0,7.59,118.0,29.0,0.5,1.7,3.4,13.4,0.005,2.39,0.10,0.005,0.51,6.9,2.4,10.5,,,1.39,17.2,10.5,109.0%,
A10,10,29-Aug-2002,11.0,7.67,115.5,29.0,0.5,1.7,3.5,12.5,0.005,2.47,0.14,0.005,0.53,5.6,2.1,8.6,,,0.95,21.4,9.0,101.7%,
A10,10,26-Sep-2002,9.8,7.47,120.8,29.0,0.5,1.9,4.5,13.7,0.005,2.51,0.10,0.005,0.59,6.7,2.3,10.3,,,1.16,20.2,8.9,98.3%,
A10,10,23-Oct-2002,8.0,7.42,115.8,30.0,1.0,2.2,5.1,13.5,0.005,2.47,0.19,0.005,0.80,6.8,2.3,10.2,,,1.69,14.2,10.1,98.4%,
A10,10,6-Nov-2002,7.1,7.66,115.8,29.0,1.7,2.2,6.9,13.1,0.005,2.49,0.17,0.005,0.87,7.1,2.3,10.3,,,2.85,11.2,11.0,100.5%,
A10,10,6-May-2003,7.2,7.68,112.7,28.5,1.3,1.9,5.1,13.6,0.005,2.37,0.15,0.005,0.70,6.7,2.1,10.1,,,2.01,6.2,12.5,100.9%,
A10,10,20-May-2003,9.0,7.80,113.7,28.5,1.5,1.8,6.8,13.4,0.005,2.39,0.17,0.005,0.73,7.0,2.3,10.2,,,1.40,8.1,11.6,98.2%,
A10,10,3-Jun-2003,10.5,7.62,114.0,28.0,1.2,1.6,3.7,14.2,0.005,2.44,0.12,0.005,0.69,7.1,2.4,10.6,,,1.54,9.8,11.0,97.0%,
A10,10,19-Jun-2003,8.7,7.61,113.7,28.0,1.1,2.1,2.9,14.0,0.005,2.38,0.11,0.005,0.75,7.8,2.3,11.0,,,1.62,14.0,10.9,106.0%,
A10,10,18-Jul-2003,7.8,7.91,120.9,27.0,0.5,1.8,4.7,13.8,0.005,2.38,0.13,0.018,0.78,8.3,2.4,10.0,,,1.03,16.4,10.4,106.2%,
A10,10,14-Aug-2003,9.2,7.95,114.7,29.5,0.5,3.1,3.7,14.0,0.005,2.39,0.14,0.005,0.72,8.1,2.3,10.5,,,1.30,20.6,9.7,107.9%,17
A10,10,10-Sep-2003,10.8,7.82,118.4,30.0,0.5,1.9,3.1,14.7,0.005,2.51,0.12,0.005,0.76,7.4,2.6,10.6,,,0.89,20.8,8.5,94.9%,
A10,10,10-Oct-2003,7.0,7.85,119.5,30.0,0.5,1.9,5.7,14.3,0.005,2.42,0.15,0.005,0.86,7.3,2.4,10.4,,,1.31,15.7,9.6,96.6%,
A10,10,22-Oct-2003,8.0,7.59,115.8,30.0,1.1,1.9,4.6,14.4,0.005,2.38,0.13,0.005,0.98,7.1,2.4,10.4,,,1.79,13.4,9.9,94.8%,
A10,10,11-Nov-2003,7.5,7.64,105.7,29.0,1.3,2.5,6.0,14.0,0.005,2.36,0.17,0.005,1.15,7.6,2.4,10.2,,,1.91,10.4,10.7,95.7%,14
A10,10,29-Apr-2004,8.2,7.42,119.4,29.0,1.7,2.5,4.9,14.5,0.026,2.26,0.15,0.005,1.20,7.2,2.2,11.4,0.51,,2.03,6.3,12.4,100.3%,
A10,10,11-May-2004,7.8,7.55,120.2,29.0,2.4,2.1,5.8,14.0,0.020,2.16,0.13,0.005,1.16,7.0,2.3,11.4,0.51,,2.85,8.8,11.3,97.3%,
A10,10,25-May-2004,5.2,7.59,114.6,28.5,2.2,2.4,5.6,14.6,0.005,2.29,0.16,0.005,1.14,8.8,2.2,11.2,0.51,,2.20,12.5,12.4,115.9%,
A10,10,8-Jun-2004,10.6,7.58,123.6,30.0,1.5,2.3,4.3,15.5,0.005,2.27,0.17,0.005,1.03,7.3,2.3,11.0,0.55,,1.21,13.1,10.1,96.0%,
A10,10,24-Jun-2004,9.2,7.63,131.2,29.5,0.5,2.4,6.1,16.0,0.005,2.29,0.13,0.005,0.84,8.5,2.2,11.4,0.50,,1.48,18.5,10.0,106.1%,
A10,10,22-Jul-2004,10.5,7.41,121.4,28.5,1.1,2.0,4.1,15.0,0.005,2.33,0.13,0.005,0.63,8.1,2.3,12.3,0.51,,1.02,18.9,10.1,108.9%,
A10,10,23-Aug-2004,6.4,7.52,125.7,28.5,1.7,1.5,4.7,14.7,0.005,2.19,0.15,0.005,0.70,8.2,2.3,11.3,0.51,,1.23,21.4,8.5,96.4%,
A10,10,22-Sep-2004,8.0,7.59,121.3,28.5,2.8,2.4,4.6,14.4,0.005,2.10,0.16,0.005,0.91,8.1,2.3,11.6,0.50,,1.91,18.8,9.0,96.6%,
A10,10,20-Oct-2004,8.0,7.46,115.7,29.0,1.1,1.2,4.7,15.7,0.005,2.15,0.20,0.005,1.03,8.5,2.3,11.4,0.52,,2.71,14.9,8.9,88.0%,
A10,10,2-Nov-2004,8.5,7.42,122.9,27.0,1.4,1.5,5.3,14.1,0.005,2.25,0.16,0.005,1.09,8.2,2.4,11.5,0.51,,2.13,13.1,10.3,97.9%,
A10,10,17-Nov-2004,8.0,7.52,118.8,26.0,1.8,2.1,5.6,14.9,0.005,2.30,0.17,0.005,1.13,8.4,2.4,12.7,0.52,,1.96,9.7,11.0,96.6%,
A10,10,26-Apr-2005,7.2,7.38,127.0,28.0,1.7,2.4,6.2,14.3,0.025,2.21,0.18,0.005,1.43,7.7,2.2,10.7,0.55,,1.68,5.9,11.3,90.5%,12
A10,10,10-May-2005,8.1,7.56,119.0,29.0,1.4,2.2,5.1,14.6,0.026,2.31,0.11,0.005,1.38,7.6,2.3,11.6,0.54,,1.93,7.0,12.0,98.8%,17
A10,10,25-May-2005,6.0,7.42,121.1,29.5,1.3,1.8,5.4,16.0,0.005,2.29,0.10,0.005,1.10,7.8,2.4,12.1,0.54,,2.20,9.9,12.3,108.7%,18
A10,10,9-Jun-2005,7.3,7.67,123.6,29.0,1.0,2.3,4.3,15.6,0.005,2.37,0.10,0.005,1.04,7.9,2.4,12.5,0.54,,1.60,11.1,11.2,101.8%,18
A10,10,21-Jun-2005,,,,,,,,,,,,,,,,,,,,15.3,10.3,102.8%,9
A10,10,21-Jul-2005,8.4,7.34,122.6,28.0,0.5,2.2,5.6,15.8,0.005,2.38,0.13,0.005,0.71,8.6,2.3,12.0,0.53,,1.79,18.3,10.9,115.8%,15
A10,10,19-Aug-2005,7.5,7.56,129.2,29.5,1.6,1.3,3.7,13.6,0.005,2.12,0.14,0.005,0.71,9.0,2.4,12.5,0.55,,1.23,18.2,10.8,114.5%,16
A10,10,13-Sep-2005,8.2,7.56,127.6,30.0,1.3,1.5,3.7,16.3,0.005,2.27,0.13,0.005,0.78,8.5,2.3,11.8,0.56,,0.84,19.2,9.3,100.1%,17
A10,10,11-Oct-2005,7.5,7.48,126.3,30.0,1.2,1.8,4.7,15.8,0.005,2.23,0.15,0.005,1.03,8.4,2.5,11.7,0.54,,2.03,16.3,9.7,98.5%,17
A10,10,27-Oct-2005,8.4,7.56,124.7,30.0,1.3,1.7,5.2,15.2,0.005,2.14,0.15,0.005,1.23,8.3,2.5,12.1,0.55,,2.20,12.7,8.9,83.9%,16
A10,10,8-Nov-2005,8.0,7.54,121.5,30.0,1.1,1.8,6.2,15.2,0.005,2.06,0.17,0.005,1.20,8.2,2.5,12.3,0.55,,2.56,11.9,10.0,92.5%,14
A10,10,11-Apr-2006,6.0,7.42,117.6,28.0,2.7,2.4,4.2,14.7,0.014,2.11,0.17,0.005,1.13,8.6,2.1,11.0,0.52,,3.54,4.3,13.6,104.6%,
A10,10,25-Apr-2006,6.3,7.37,121.9,27.0,0.5,2.5,5.1,15.1,0.005,2.10,0.17,0.005,0.98,8.1,2.2,11.2,0.48,,2.37,7.0,15.7,129.3%,
A10,10,11-May-2006,7.1,7.60,121.1,28.5,0.5,2.8,5.1,14.5,0.005,2.04,0.15,0.005,0.97,8.7,2.2,11.3,0.52,,2.04,9.0,12.7,109.9%,17
A10,10,24-May-2006,7.5,7.50,120.0,28.5,1.1,1.9,4.5,14.4,0.005,2.16,0.15,0.005,0.98,8.7,2.1,11.9,0.50,,1.42,9.6,12.3,107.9%,16
A10,10,7-Jun-2006,9.7,7.51,116.9,28.0,1.3,3.9,4.3,13.7,0.005,2.14,0.15,0.005,0.92,8.3,2.0,11.4,0.51,,1.58,13.7,10.9,105.0%,
A10,10,21-Jun-2006,9.2,7.58,128.6,29.0,0.5,2.1,4.6,15.2,0.005,2.06,0.14,0.005,0.74,8.3,2.0,10.8,0.52,,2.42,11.5,11.3,103.6%,
A10,10,18-Jul-2006,8.5,7.42,113.5,28.0,1.6,2.1,5.1,14.5,0.005,1.99,0.13,0.005,0.74,8.0,2.0,10.5,0.51,,1.29,16.5,9.1,92.4%,
A10,10,18-Aug-2006,11.2,7.59,119.3,27.0,2.7,1.6,4.2,14.7,0.005,2.08,0.14,0.005,0.77,8.5,2.1,10.8,0.52,,1.07,22.2,8.5,97.0%,
A10,10,15-Sep-2006,8.5,7.69,124.5,31.0,0.5,1.8,4.0,14.0,0.005,1.99,0.12,0.005,0.76,8.3,2.2,11.6,0.49,,1.62,19.2,8.6,93.1%,
A10,10,11-Oct-2006,8.2,7.54,125.6,30.0,1.7,2.6,3.7,14.7,0.005,1.90,0.13,0.005,0.94,8.6,2.1,11.9,0.50,,1.31,15.6,8.6,86.5%,
A10,10,25-Oct-2006,8.2,7.50,125.3,30.5,0.5,2.1,4.6,15.0,0.005,2.02,0.14,0.005,1.16,8.4,2.4,11.7,0.49,,2.24,12.7,9.5,89.5%,
A10,10,8-Nov-2006,7.1,7.52,122.1,30.0,0.5,1.9,4.8,14.2,0.005,2.00,0.11,0.005,1.10,8.0,2.0,11.5,0.46,,3.04,10.9,11.5,103.6%,
A10,10,1-May-2007,7.7,7.38,111.7,25.0,1.7,2.2,4.2,13.6,0.030,1.97,0.21,0.005,1.12,8.2,2.0,10.3,0.50,,1.87,2.1,14.9,108.0%,14
A10,10,16-May-2007,9.8,7.61,120.2,29.0,1.2,2.1,3.8,14.3,0.015,2.04,0.17,0.005,1.08,8.9,1.9,12.4,0.48,,1.37,5.6,11.9,94.6%,19
A10,10,30-May-2007,12.8,7.58,120.8,28.0,0.5,1.8,3.6,14.0,0.016,2.05,0.14,0.005,0.95,8.8,2.2,11.4,0.47,,1.12,9.0,11.5,99.5%,17
A10,10,13-Jun-2007,8.3,7.55,120.3,28.5,1.8,1.5,4.5,14.1,0.005,2.17,0.12,0.005,0.80,8.9,2.3,12.3,0.47,,1.62,11.7,10.9,100.4%,18
A10,10,10-Jul-2007,11.3,7.58,124.4,27.0,0.5,1.0,3.3,13.7,0.005,1.72,0.16,0.005,0.74,9.0,2.2,12.0,0.48,,1.84,10.9,11.5,104.0%,18
A10,10,8-Aug-2007,9.0,7.65,122.9,29.0,0.5,0.5,2.1,14.4,0.005,2.02,0.15,0.005,0.80,8.8,2.2,11.6,0.47,,1.22,16.0,10.9,110.4%,21
A10,10,5-Sep-2007,10.7,7.79,123.8,30.0,0.5,1.5,2.8,14.9,0.005,2.11,0.12,0.005,0.82,8.9,2.1,14.3,0.46,,0.87,17.1,10.4,107.8%,15
A10,10,2-Oct-2007,8.6,7.52,131.4,31.0,1.3,2.9,3.7,13.8,0.005,1.96,0.12,0.005,0.89,9.0,2.1,13.0,0.46,,1.17,21.4,8.5,96.1%,20
A10,10,30-Oct-2007,9.2,7.65,122.0,31.0,2.2,2.2,5.5,15.1,0.005,2.09,0.12,0.005,1.05,8.4,2.1,13.6,0.49,,1.79,18.5,8.8,94.4%,16
A10,10,14-Nov-2007,5.5,7.62,123.9,31.0,0.5,1.8,4.4,15.2,0.005,2.03,0.11,0.005,1.15,8.3,2.1,13.2,0.49,,2.57,14.5,9.6,94.2%,14
A10,10,23-Apr-2008,7.5,7.50,99.2,26.0,1.7,2.2,4.1,12.5,0.017,1.90,0.16,0.005,1.40,8.0,1.8,10.8,0.43,,1.71,10.8,12.1,109.2%,13
A10,10,7-May-2008,7.2,7.62,112.8,27.5,1.6,1.8,4.1,14.4,0.005,1.92,0.12,0.005,1.19,8.9,2.2,10.6,0.44,,3.39,9.3,11.4,98.8%,14
A10,10,20-May-2008,7.1,7.71,115.4,28.5,1.5,1.7,3.9,14.4,0.005,1.88,0.11,0.005,1.08,8.7,2.2,11.2,0.53,,2.09,13.0,11.0,104.4%,15
A10,10,4-Jun-2008,9.1,7.52,116.2,28.0,1.1,1.6,2.9,14.9,0.005,1.94,0.13,0.005,0.99,9.1,2.2,12.2,0.50,,0.89,15.8,9.9,99.9%,18
A10,10,18-Jun-2008,8.4,7.46,118.6,28.0,1.1,1.7,3.7,14.9,0.005,1.94,0.12,0.005,0.84,8.9,2.2,12.5,0.48,,1.33,19.6,9.2,100.4%,20
A10,10,15-Jul-2008,10.2,7.35,114.1,28.0,1.2,1.8,4.1,15.0,0.005,1.96,0.13,0.005,0.64,8.6,2.4,12.1,0.48,,1.77,23.3,8.0,93.8%,16
A10,10,12-Aug-2008,6.8,7.46,111.5,26.0,1.2,1.9,4.0,14.2,0.005,1.85,0.14,0.005,0.72,8.6,2.2,12.1,0.48,,1.23,23.0,8.3,97.1%,17
A10,10,27-Aug-2008,9.9,7.57,112.0,28.0,0.5,2.2,3.3,14.9,0.005,2.01,0.14,0.005,0.75,8.9,2.4,12.4,0.50,,1.16,22.1,9.0,103.5%,16
A10,10,12-Sep-2008,7.8,7.78,112.2,29.0,0.5,2.0,4.3,15.0,0.005,1.93,0.15,0.005,0.68,8.8,2.3,12.1,0.48,,1.02,21.1,8.2,92.1%,18
A10,10,9-Oct-2008,7.0,7.61,113.5,30.0,1.1,2.4,3.7,15.1,0.005,2.01,0.14,0.005,0.79,8.7,2.5,12.6,0.49,,1.33,15.9,9.9,100.1%,18
A10,10,22-Oct-2008,9.5,7.59,117.4,30.0,0.5,2.2,4.2,14.9,0.005,1.97,0.13,0.005,0.83,8.7,2.4,12.2,0.49,,1.52,14.1,9.7,94.3%,19
A10,10,4-Nov-2008,8.6,7.60,118.5,30.0,1.0,2.3,5.1,14.6,0.005,1.96,0.16,0.005,1.06,8.6,2.5,11.8,0.53,,2.04,12.4,10.6,99.2%,16
